NT Book	NT Chapter	NT Verse	Greek text (NT)	Text re-use typology 1	Text re-use typology 2	Text re-use typology 3	Text re-use typology 4	Ps (LXX)	Ps Chapter	Ps Verse	Greek text (Psalms)	French translation (PS) Giguet	French translation (NT) TOB	Source (PNT = The Psalms in the New Testament, NA= Nestle-Aland, si vide, trouvé sur internet)				
Mark	12	1	Καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς λαλεῖν, ’Αμπελῶνα ἄνθρωπος ἐφύτευσεν, καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν.	echo	implicit	thematic and semantic		Psalms	79	9-10	ἄμπελον ἐξ Αἰγύπτου μετῆρας, ἐξέβαλες ἔθνη καὶ κατεϕύτευσας αὐτήν· 10 ὡδοποίησας ἔμπροσθεν αὐτῆς καὶ κατεϕύτευσας τὰς ῥίζας αὐτῆς, καὶ ἐπλήσθη ἡ γῆ.	Tu as transplanté une vigne de l'Égypte ; tu as chassé les Gentils, et tu l'as plantée sur leur terre. 10 Tu as fait un chemin devant elle ; tu as fait germer ses racines, et la terre en a été remplie.	Et il se mit à leur parler en paraboles. Un homme a planté une vigne, l'a entourée d'une clôture, il a creusé une cuve et bâti une tour; puis il l'a donnée en fermage à des vignerons et il est parti.	NA				
Mark	12	10-11	οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε, Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· 11παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν;	quotation	explicit	litteral	Jesus' words	Psalms	117	22-23	λίθον, ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεϕαλὴν γωνίας· 23 παρὰ κυρίου ἐγένετο αὕτη καὶ ἔστιν θαυμαστὴ ἐν ὀϕθαλμοῖς ἡμῶν.	"

La pierre que les constructeurs avaient rejetée est devenue la pierre angulaire de l'édifice.23 C'est le Seigneur qui a fait cela, et nos yeux en sont émerveillés."	N'avez-vous pas lu ce passage de l'Ecriture: La pierre qu'ont rejetée les bâtisseurs, c'est elle qui est devenue la pierre angulaire. 11 C'est là l'œuvre du Seigneur: quelle merveille à nos yeux!	PNT Swete NA				
Mark	14	18	"
καὶ ἀνακειμένων αὐτῶν καὶ ἐσθιόντων ὁ ’Ιησοῦς εἶπεν, ’Αμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με, ὁ ἐσθίων μετ’ ἐμοῦ.
"	echo	implicit	thematic and semantic		Psalms	40	10	καὶ γὰρ ὁ ἄνθρωπος τῆς εἰρήνης μου, ἐϕ’ ὃν ἤλπισα, ὁ ἐσθίων ἄρτους μου, ἐμεγάλυνεν ἐπ’ ἐμὲ πτερνισμόν·	Car l'homme de ma paix, en qui j'avais espéré, celui qui mangeait mon pain, a levé fièrement son talon sur moi.	Pendant qu'ils étaient à table et mangeaient, Jésus dit: En vérité, je vous le déclare, l'un de vous va me livrer, un qui mange avec moi. 	NA				
Mark	14	34	καὶ λέγει αὐτοῖς, Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.	echo	implicit	thematic and semantic		Psalms	41	6	"
ἵνα τί περίλυπος εἶ, ψυχή, καὶ ἵνα τί συνταράσσεις με; ἔλπισον ἐπὶ τὸν θεόν, ὅτι ἐξομολογήσομαι αὐτῷ· σωτήριον τοῦ προσώπου μου ὁ θεός μου.

"	"

6 O mon âme, pourquoi es-tu triste, et pourquoi me troubles-tu ? Espère en Dieu ; car je lui rendrai grâces, à lui mon salut et mon Dieu."	Il leur dit: Mon âme est triste à en mourir. Demeurez ici et veillez.	NA				
Mark	14	34	καὶ λέγει αὐτοῖς, Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.	echo	implicit	thematic and semantic		Psalms	41	12	"
ἵνα τί περίλυπος εἶ, ψυχή, καὶ ἵνα τί συνταράσσεις με; ἔλπισον ἐπὶ τὸν θεόν, ὅτι ἐξομολογήσομαι αὐτῷ· σωτήριον τοῦ προσώπου μου ὁ θεός μου.

"	"

O mon âme, pourquoi es-tu triste, et pourquoi me troubles-tu ? Espère en Dieu ; car je lui rendrai grâces, à lui le salut, à lui mon Dieu."	Il leur dit: Mon âme est triste à en mourir. Demeurez ici et veillez.	NA				
Mark	14	34	τότε λέγει αὐτοῖς, Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε μετ’ ἐμοῦ.	echo	implicit	thematic and semantic		Psalms	42	5	"
ἵνα τί περίλυπος εἶ, ψυχή, καὶ ἵνα τί συνταράσσεις με; ἔλπισον ἐπὶ τὸν θεόν, ὅτι ἐξομολογήσομαι αὐτῷ· σωτήριον τοῦ προσώπου μου ὁ θεός μου.

"	O mon âme, pourquoi es-tu triste, et pourquoi me troubles-tu ? Espère en Dieu ; car je lui rendrai grâces, à lui le salut de ma face, à lui mon Dieu.	Il leur dit: Mon âme est triste à en mourir. Demeurez ici et veillez.	NA				
Mark	14	38	γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.	echo	implicit	thematic and semantic		Psalms	50	14	ἀπόδος μοι τὴν ἀγαλλίασιν τοῦ σωτηρίου σου καὶ πνεύματι ἡγεμονικῷ στήρισόν με.	Rends-moi la joie de ton salut, et raffermis-moi en me donnant l'Esprit de force.	Veillez et priez afin de ne pas tomber au pouvoir de la tentation. L'esprit est plein d'ardeur, mais la chair est faible.					
Mark	14	56	"
πολλοὶ γὰρ ἐψευδομαρτύρουν κατ’ αὐτοῦ, καὶ ἴσαι αἱ μαρτυρίαι οὐκ ἦσαν.
"	echo	implicit	thematic and semantic	among other verses	Psalms	26	12	μὴ παραδῷς με εἰς ψυχὰς θλιβόντων με, ὅτι ἐπανέστησάν μοι μάρτυρες ἄδικοι, καὶ ἐψεύσατο ἡ ἀδικία ἑαυτῇ.	Ne me livre pas au mauvais vouloir de ceux qui m'affligent ; car de faux témoins se sont levés contre moi, et l'iniquité a menti à elle-même.	Car beaucoup portaient de faux témoignages contre lui, mais les témoignages ne concordaient pas.	NA				
Mark	14	56	"
πολλοὶ γὰρ ἐψευδομαρτύρουν κατ’ αὐτοῦ, καὶ ἴσαι αἱ μαρτυρίαι οὐκ ἦσαν.
"	echo	implicit	thematic and semantic	among other verses	Psalms	34	11	ἀναστάντες μάρτυρες ἄδικοι ἃ οὐκ ἐγίνωσκον ἠρώτων με·	De faux témoins se sont levés, et ils m'ont questionné sur ce que je ne savais pas.	Car beaucoup portaient de faux témoignages contre lui, mais les témoignages ne concordaient pas.	NA				
Mark	14	61	"
ὁ δὲ ἐσιώπα καὶ οὐκ ἀπεκρίνατο οὐδέν. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ, Σὺ εἶ ὁ Χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;
"	echo	implicit	thematic and semantic	among other verses	Psalms	37	14-16	ἐγὼ δὲ ὡσεὶ κωϕὸς οὐκ ἤκουον καὶ ὡσεὶ ἄλαλος οὐκ ἀνοίγων τὸ στόμα αὐτοῦ 15 καὶ ἐγενόμην ὡσεὶ ἄνθρωπος οὐκ ἀκούων καὶ οὐκ ἔχων ἐν τῷ στόματι αὐτοῦ ἐλεγμούς. 16 ὅτι ἐπὶ σοί, κύριε, ἤλπισα· σὺ εἰσακούσῃ, κύριε ὁ θεός μου.	Mais moi je ne les entendais non plus qu'un sourd, et comme un muet je n'ouvrais pas la bouche.15 J'étais devenu semblable à un homme qui n'entend rien, et n'a rien à répliquer en sa bouche. 16 Car, ô Seigneur, j'espérais en toi, et tu m'exauceras, Seigneur mon Dieu !	Mais lui gardait le silence; il ne répondit rien. De nouveau le Grand Prêtre l'interrogeait; il lui dit: Es-tu le Messie, le Fils du Dieu béni?	NA				
Mark	14	61	"
ὁ δὲ ἐσιώπα καὶ οὐκ ἀπεκρίνατο οὐδέν. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ, Σὺ εἶ ὁ Χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;
"	echo	implicit	thematic and semantic	among other verses	Psalms	38	9-10	"
ἀπὸ πασῶν τῶν ἀνομιῶν μου ῥῦσαί με, ὄνειδος ἄϕρονι ἔδωκάς με. 10 
ἐκωϕώθην καὶ οὐκ ἤνοιξα τὸ στόμα μου, ὅτι σὺ εἶ ὁ ποιήσας με. "	Retire-moi de toutes mes iniquités, toi qui m'as donné en opprobre à l'insensé. 10 Je suis resté muet, et je n'ai point ouvert la bouche ; car c'est toi qui as fait cela.	"

Mais lui gardait le silence; il ne répondit rien. De nouveau le Grand Prêtre l'interrogeait; il lui dit: Es-tu le Messie, le Fils du Dieu béni?"	NA				
Mark	14	62	ὁ δὲ ’Ιησοῦς εἶπεν, ’Εγώ εἰμι, καὶ ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν καθήμενον τῆς δυνάμεως καὶ ἐρχόμενον μετὰ τῶν νεφελῶν τοῦ οὐρανοῦ.	echo	implicit	thematic and semantic		Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	Jésus dit: Je le suis, et vous verrez le Fils de l'homme siégeant à la droite de la Puissance et venant avec les nuées du ciel.	PNT NA				
Mark	15	23	καὶ ἐδίδουν αὐτῷ ἐσμυρνισμένον οἶνον, ὃς δὲ οὐκ ἔλαβεν.	echo	implicit	thematic and semantic		Psalms	68	22	καὶ ἔδωκαν εἰς τὸ βρῶμά μου χολὴν καὶ εἰς τὴν δίψαν μου ἐπότισάν με ὄξος.	Et ils m'ont donné du fiel pour nourriture, et dans ma soif ils m'ont abreuvé de vinaigre.	Ils voulurent lui donner du vin mêlé de myrrhe, mais il n'en prit pas.	NA				
Mark	15	24	καὶ σταυροῦσιν αὐτὸν καὶ διαμερίζονται τὰ ἱμάτια αὐτοῦ, βάλλοντες κλῆρον ἐπ’ αὐτὰ τίς τί ἄρῃ.	quotation	implicit	modified		Psalms	21	19	 διεμερίσαντο τὰ ἱμάτιά μου ἑαυτοῖς καὶ ἐπὶ τὸν ἱματισμόν μου ἔβαλον κλῆρον.	Ils se sont partagé mes vêtements, et ils ont tiré ma robe au sort.	Ils le crucifient, et ils partagent ses vêtements, en les tirant au sort pour savoir ce que chacun prendrait.	PNT NA				
Mark	15	29	Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν καὶ λέγοντες, Οὐὰ ὁ καταλύων τὸν ναὸν καὶ οἰκοδομῶν ἐν τρισὶν ἡμέραις,	echo	implicit	thematic and semantic		Psalms	108	25	καὶ ἐγὼ ἐγενήθην ὄνειδος αὐτοῖς· εἴδοσάν με, ἐσάλευσαν κεϕαλὰς αὐτῶν.	Et moi, je suis devenu un opprobre pour mes ennemis ; ils m'ont vu, et ont secoué la tête.	Les passants l'insultaient hochant la tête et disant: Hé! Toi qui détruis le sanctuaire et le rebâtis en trois jours,	NA				
Mark	15	29	"
Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν καὶ λέγοντες, Οὐὰ ὁ καταλύων τὸν ναὸν καὶ οἰκοδομῶν ἐν τρισὶν ἡμέραις,
"	echo	implicit	thematic and semantic	among other verses	Psalms	21	8	πάντες οἱ θεωροῦντές με ἐξεμυκτήρισάν με, ἐλάλησαν ἐν χείλεσιν, ἐκίνησαν κεϕαλήν	Tous ceux qui m'ont vu se sont moqués de moi ; ils ont murmuré entre leurs lèvres, ils ont secoué la tête.	Les passants l'insultaient hochant la tête et disant: Hé! Toi qui détruis le sanctuaire et le rebâtis en trois jours	NA				
Mark	15	30	 σῶσον σεαυτὸν καταβὰς ἀπὸ τοῦ σταυροῦ.	echo	implicit	thematic and semantic		Psalms	21	9	 ῎Ηλπισεν ἐπὶ κύριον, ῥυσάσθω αὐτόν· σωσάτω αὐτόν, ὅτι θέλει αὐτόν.	(Ils ont dit) : Il a mis son espoir en Dieu, que le Seigneur le sauve ; qu'il le délivre, puisqu'il se complaît en lui.	sauve-toi toi-même en descendant de la croix.	PNT NA				
Mark	15	34	καὶ τῇ ἐνάτῃ ὥρᾳ ἐβόησεν ὁ ’Ιησοῦς φωνῇ μεγάλῃ, Ελωι ελωι λεμα σαβαχθανι; ὅ ἐστιν μεθερμηνευόμενον ‘Ο θεός μου ὁ θεός μου, εἰς τί ἐγκατέλιπές με;	quotation	implicit	litteral	Jesus' words	Psalms	21	2	‘Ο θεὸς ὁ θεός μου, πρόσχες μοι· ἵνα τί ἐγκατέλιπές με; μακρὰν ἀπὸ τῆς σωτηρίας μου οἱ λόγοι τῶν παραπτωμάτων μου.	Ô Dieu, ô mon Dieu, regarde-moi ; pourquoi m'as-tu délaissé ? la voix de mes péchés a fait fuir mon salut.	Et à trois heures, Jésus cria d'une voix forte: Eloï, Eloï, lama sabaqthani? ce qui signifie: Mon Dieu, mon Dieu, pourquoi m'as-tu abandonné?	PNT  Swete NA				
Mark	15	36	δραμὼν δέ τις καὶ γεμίσας σπόγγον ὄξους περιθεὶς καλάμῳ ἐπότιζεν αὐτόν, λέγων, ῎Αφετε ἴδωμεν εἰ ἔρχεται ’Ηλίας καθελεῖν αὐτόν.	echo	implicit	thematic and semantic	motive resumption	Psalms	68	22	καὶ ἔδωκαν εἰς τὸ βρῶμά μου χολὴν καὶ εἰς τὴν δίψαν μου ἐπότισάν με ὄξος.	Et ils m'ont donné du fiel pour nourriture, et dans ma soif ils m'ont abreuvé de vinaigre.	Quelqu'un courut, emplit une éponge de vinaigre et, la fixant au bout d'un roseau, il lui présenta à boire en disant: Attendez, voyons si Elie va venir le descendre de là.	NA				
Mark	16	19	"
‘Ο μὲν οὖν κύριος [’Ιησοῦς] μετὰ τὸ λαλῆσαι αὐτοῖς ἀνελήμφθη εἰς τὸν οὐρανὸν καὶ ἐκάθισεν ἐκ δεξιῶν τοῦ θεοῦ.
"	echo	implicit	thematic and semantic	motive resumption	Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	Donc le Seigneur Jésus, après leur avoir parlé, fut enlevé au ciel et s'assit à la droite de Dieu.					
Matthew	1	21	"
τέξεται δὲ υἱὸν καὶ καλέσεις τὸ ὄνομα αὐτοῦ ’Ιησοῦν, αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν.
"	echo	implicit	thematic	NULL	Psalms	129	8	καὶ αὐτὸς λυτρώσεται τὸν Ισραηλ ἐκ πασῶν τῶν ἀνομιῶν αὐτοῦ.	Et c'est lui qui rachètera Israël de toutes ses iniquités.		NA				
Matthew	2	11	καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον μετὰ Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα, χρυσὸν καὶ λίβανον καὶ σμύρναν.	echo	implicit	lexical		Psalms	71	15	καὶ ζήσεται, καὶ δοθήσεται αὐτῷ ἐκ τοῦ χρυσίου τῆς ’Αραβίας, καὶ προσεύξονται περὶ αὐτοῦ διὰ παντός, ὅλην τὴν ἡμέραν εὐλογήσουσιν αὐτόν.	Et il vivra, et il lui sera donné de l'or de l'Arabie ; perpétuellement on fera des vœux pour lui, et tout le jour on le bénira.	Entrant dans la maison, ils virent l'enfant avec Marie, sa mère, et, se prosternant, ils lui rendirent hommage; ouvrant leurs coffrets, ils lui offrirent en présent de l'or, de l'encens et de la myrrhe.	NA				
Matthew	2	11	καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον μετὰ Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα, χρυσὸν καὶ λίβανον καὶ σμύρναν.	echo	implicit	thematic and semantic		Psalms	71	10-11	βασιλεῖς θαρσις καὶ αἱ νῆσοι δῶρα προσοίσουσιν, βασιλεῖς ’Αράβων καὶ Σαβα δῶρα προσάξουσιν· 11 καὶ προσκυνήσουσιν αὐτῷ πάντες οἱ βασιλεῖς, πάντα τὰ ἔθνη δουλεύσουσιν αὐτῷ.	Les rois de Tharsis et les îles lui feront des présents ; les rois des Arabes et de Saba lui apporteront leurs offrandes.11 Et tous les rois l'adoreront, tous les peuples lui seront asservis,	Entrant dans la maison, ils virent l'enfant avec Marie, sa mère, et, se prosternant, ils lui rendirent hommage; ouvrant leurs coffrets, ils lui offrirent en présent de l'or, de l'encens et de la myrrhe.	NA				
